counterfeit_smiles,parent_smiles,rule_name,category,difficulty,similarity_to_parent,edited_atoms,mw,logp,qed,heavy_atoms,citation
C=CCC(=O)Nc1ccc(-c2c(-c3ccc(Oc4nccc(C)n4)c(F)c3)c3c(N)ncnc3n2C)cc1,C=C(C)C(=O)Nc1ccc(-c2c(-c3ccc(Oc4nccc(C)n4)c(F)c3)c3c(N)ncnc3n2C)cc1.Cl,mmp0019_RC_to_RCCeqC,bioisostere,moderate,0.769,3,509.55,5.43,0.281,38,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=C(CCOCCO)C(=O)Nc1ccc(-c2c(-c3ccc(Oc4nccc(C)n4)c(F)c3)c3c(N)ncnc3n2C)cc1,C=C(C)C(=O)Nc1ccc(-c2c(-c3ccc(Oc4nccc(C)n4)c(F)c3)c3c(N)ncnc3n2C)cc1.Cl,mmp0026_RC_to_RCCOCCO,bioisostere,obvious,0.763,2 3 4 5 6,583.62,4.81,0.147,43,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCC[C@H]1CC[C@@H]2[C@H](CC[C@]3(C)[C@@H](c4ccc(=O)oc4)C[C@H]4O[C@]243)C1(C)C,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](c3ccc(=O)oc3)C[C@H]3O[C@]132,mmp0047_RCCO_to_RCC,bioisostere,subtle,0.567,0 1 2 8,370.53,5.53,0.657,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(=O)O[C@@H]1C[C@H](c2ccc(=O)oc2)[C@@]2(C)CC[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@@]43C)[C]12,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](c3ccc(=O)oc3)C[C@H]3O[C@]132,mmp0018_RO_to_ROCCeqO,bioisostere,moderate,0.443,1 2 3 4,427.56,4.63,0.697,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(Cc1cn(C2CCN(Cc3ccccn3)CC2)c2ccccc12)NC(F)(F)F,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,mmp0087_RCCeqO_to_RCFFF,bioisostere,subtle,0.462,0 1 2 3 4 5 6 7,416.45,4.05,0.639,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=c1[nH]c(=O)n([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)cc1F,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1F,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.661,2 3 4 5,342.17,-2.6,0.368,22,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)NC=N2,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)N=CNS2(=O)=O,mmp0064_RC_to_ROC,bioisostere,subtle,0.541,1 2,291.31,-0.71,0.744,18,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
NS(=O)(=O)c1cc2c(cc1CCO)N=CNS2(=O)=O,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)N=CNS2(=O)=O,mmp0015_RC_to_RCCO,bioisostere,moderate,0.516,2 3,305.34,-1.18,0.645,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCc1nc(C(F)(F)F)cnc1N[C@@H](CC)[C@H](CCOCCO)NC(=O)c1ncccc1-n1nccn1,CCc1nc(C(F)(F)F)cnc1N[C@H]1CCC[C@@H]1NC(=O)c1ncccc1-n1nccn1,mmp0026_RC_to_RCCOCCO,bioisostere,obvious,0.487,0 1 2 3 4 5 6 8 10 11 14 15 18 19 23 24 25 29 30 33 34 35 36,522.53,2.42,0.289,37,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)(CCO)S[C@H]1NC(=O)[C@H]1NC(=O)C12CC3CC(CC(N)(C3)C1)C2,CC1(C)S[C@@H]2[C@H](NC(=O)C34CC5CC(CC(N)(C5)C3)C4)C(=O)N2[C@H]1C(=O)O,mmp0015_RC_to_RCCO,bioisostere,moderate,0.404,0 1 2 3 4 5 6,381.54,1.12,0.516,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC1(C)S[C@@H]2[C@H](NC(=O)C34CC5CC(CC(N)(C5)C3)C4)C(=O)N2[C@H]1C(=O)OP(=O)(O)O,CC1(C)S[C@@H]2[C@H](NC(=O)C34CC5CC(CC(N)(C5)C3)C4)C(=O)N2[C@H]1C(=O)O,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.705,2 3 4 5,473.49,0.47,0.336,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1c(Nc2ncccc2C(=O)OP(=O)(O)O)cccc1C(F)(F)F,Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.662,2 3 4 5,376.23,3.4,0.702,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1cccc([C@@H](C)NCCCc2ccccc2O)c1,COc1cccc([C@@H](C)NCCCc2ccccc2Cl)c1,mmp0034_RCl_to_RO,bioisostere,subtle,0.687,1,285.39,3.68,0.762,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1cccc([C@@H](C)NCCCc2ccccc2OC)c1,COc1cccc([C@@H](C)NCCCc2ccccc2Cl)c1,mmp0046_RCl_to_ROC,bioisostere,subtle,0.687,1 2,299.41,3.99,0.748,22,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1ccc(C(=O)Nc2ccc(C[N+](C)(C)C3CCOCC3)cc2)cc1Cl,C[N+](C)(Cc1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1)C1CCOCC1,mmp0046_RCl_to_ROC,bioisostere,subtle,0.76,1 2,403.93,4.36,0.729,28,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=CCC(CCOC)[N+](C)(C)Cc1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1,C[N+](C)(Cc1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1)C1CCOCC1,mmp0019_RC_to_RCCeqC,bioisostere,moderate,0.472,1 2 3 5 7 9 11 14,436.4,5.8,0.378,29,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCC(CCOP(=O)(O)O)[N+](C)(C)Cc1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1,C[N+](C)(Cc1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1)C1CCOCC1,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.477,0 1 2 3 4 5 6 9 11 13,490.34,5.1,0.318,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[N+](C)(Cc1ccc(NC(=O)c2ccc(Cl)c(O)c2)cc1)C1CCOCC1,C[N+](C)(Cc1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1)C1CCOCC1,mmp0034_RCl_to_RO,bioisostere,subtle,0.792,1,389.9,4.05,0.758,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(O)COCCCCCCCCCCCCC[n+]1ccccc1,CCCCCCCCCCCCCCCC[n+]1ccccc1,mmp0078_RC_to_RCCOCCeqOO,bioisostere,obvious,0.479,3 4 5 6 7,336.5,4.37,0.36,24,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CONS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,mmp0064_RC_to_ROC,bioisostere,subtle,0.643,1 2,344.39,3.16,0.719,24,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2CCO)cc1,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,mmp0015_RC_to_RCCO,bioisostere,moderate,0.645,2 3,400.46,2.76,0.631,28,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=CCNS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,mmp0099_RCC_to_RCCeqC,bioisostere,subtle,0.63,3,354.43,3.78,0.684,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](OP(=O)(O)O)c3ccccc3)[C@H]2SC1,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.723,2 3 4 5,542.49,-0.11,0.186,35,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cn1nnnc1SCCCS[C@@H]1[C@H](NC(=O)[C@H](O)c2ccccc2)C(=O)N1CCOP(=O)(O)O,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,mmp0039_RCCO_to_RCCOPeqOOO,bioisostere,obvious,0.41,1 2 3 4 5 6 7 12 14 16 19 22 25 28 29 31 32 33,532.54,-0.08,0.117,34,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
ONc1ccc2nccnc2c1Br,Brc1c(NC2=NCCN2)ccc2nccnc12,mmp0097_RC_to_RO,bioisostere,subtle,0.491,1,240.06,2.19,0.75,13,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
OCCOCC[C@H]1[CH]c2ccccc2[C@H](N2CCN(C[C@@H](O)COc3cccc4ncccc34)CC2)c2ccccc21,Cl.Cl.Cl.O[C@@H](COc1cccc2ncccc12)CN1CCN([C@@H]2c3ccccc3[C@@H]3[C@H](c4ccccc42)C3(F)F)CC1,mmp0026_RC_to_RCCOCCO,bioisostere,obvious,0.578,1 2 3 4 5 6,566.72,4.43,0.26,42,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(/C=C/c1c(C(=O)OP(=O)(O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1,O=C(/C=C/c1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.733,2 3 4 5,455.19,4.38,0.334,29,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(/C=C/c1c(COP(=O)(O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1,O=C(/C=C/c1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1,mmp0050_RCO_to_RCOPeqOOO,bioisostere,obvious,0.598,3 4 5 6,441.21,4.74,0.326,28,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
NC/C(F)=C1/CCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OCCOCCO)C1,COc1c(N2CCC/C(=C(\F)CN)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,mmp0026_RC_to_RCCOCCO,bioisostere,obvious,0.735,2 3 4 5 6,493.51,2.34,0.431,35,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN(C)CCON(C)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,Cn1c(=O)c2c(ncn2CC(O)CN2CCN(CCCSc3ccccc3)CC2)n(C)c1=O,mmp0033_RCCNCC_to_ROCCNCC,bioisostere,subtle,0.42,0 1 2 3 4 5 6 8,354.41,-1.78,0.56,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COC(=O)Nc1nc2ccc(C(OCCOP(=O)(O)O)c3ccc(F)cc3)cc2[nH]1,COC(=O)Nc1nc2ccc(C3(c4ccc(F)cc4)OCCO3)cc2[nH]1,mmp0039_RCCO_to_RCCOPeqOOO,bioisostere,obvious,0.423,0 1 2 3 4 5 6 7 8 10 13 14 17 18 21 24,439.34,3.1,0.31,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(O)cc1,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.605,2 3 4 5,348.33,4.59,0.525,24,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC/C(=C(/CCOCCO)c1ccc(O)cc1)c1ccc(O)cc1,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,mmp0026_RC_to_RCCOCCO,bioisostere,obvious,0.524,3 4 5 6,328.41,3.82,0.509,24,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=CCCC(=O)N1CCn2c(nnc2C(F)(F)F)C1,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O=C(O)/C=C\C(=O)O,mmp0099_RCC_to_RCCeqC,bioisostere,subtle,0.453,3,274.25,1.61,0.787,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN(Cc1nnc(C(F)(F)F)n1CCO)C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O=C(O)/C=C\C(=O)O,mmp0015_RC_to_RCCO,bioisostere,moderate,0.422,0 1 2 3 4 5 6 7 8 9 10 11 12 13 15,439.36,1.63,0.482,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CS[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc(OC(C)C)nc4)c3c2)CCN(CC(=O)NCC=C(CCCO)c2ccc(-c3ncn(C)n3)cc2)C1,CS[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc(OC(C)C)nc4)c3c2)CCN(CC(=O)N2CC=C(c3ccc(-c4ncn(C)n4)cc3)CC2)C1,mmp0015_RC_to_RCCO,bioisostere,moderate,0.643,0 1 2 3 4 5 6 7 8 9 10 11 12 14 17 19 20 23 24 27,723.9,4.93,0.117,52,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=CC[C@](CCNCC(=O)N1CC=C(c2ccc(-c3ncn(C)n3)cc2)CC1)(SC)C(=O)Nc1ccc2[nH]nc(-c3ccc(OC(C)C)nc3)c2c1,CS[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc(OC(C)C)nc4)c3c2)CCN(CC(=O)N2CC=C(c3ccc(-c4ncn(C)n4)cc3)CC2)C1,mmp0019_RC_to_RCCeqC,bioisostere,moderate,0.617,0 1 2 3 4 6 7 10 12 15 18 21 22 26 27 30 31 34 36 38 39 41 42 45 46 47 48 49 50 51,719.92,6.12,0.086,52,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)=CCC/C(C)=C/CNCCNCC1CC(C)CC(CCO)C1,CC(C)=CCC/C(C)=C/CNCCNC1C2CC3CC(C2)CC1C3,mmp0058_RC_to_RCO,bioisostere,subtle,0.423,0 1 2 3 4 5 6 7 8 9 10,350.59,4.29,0.363,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=CCNCCC(c1ccccc1)c1ccccc1,CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1,mmp0019_RC_to_RCCeqC,bioisostere,moderate,0.429,3,251.37,3.98,0.579,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCN(CCO)CCCc1ccc([N+](=O)[O-])cc1,Cn1c(NCCN(CCO)CCCc2ccc([N+](=O)[O-])cc2)cc(=O)n(C)c1=O,mmp0020_RNCCCC_to_RNCCCCO,bioisostere,subtle,0.481,,252.31,1.84,0.566,18,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1cc(Nc2cc(N3CC(F)(C4CC4)C3)nc(OP(=O)(O)O)n2)n[nH]1,Cc1cc(Nc2cc(N3CC(F)(C4CC4)C3)nc(O[C@H]3CCN(C(=O)c4cc(Cl)ccc4F)C3)n2)n[nH]1,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.514,2 3 4 5,384.31,1.66,0.548,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1cc(Nc2cc(N3CC(F)(C4CC4)C3)nc(O[C@H]3CCN(C(=O)c4cc(OP(=O)(O)O)ccc4F)C3)n2)n[nH]1,Cc1cc(Nc2cc(N3CC(F)(C4CC4)C3)nc(O[C@H]3CCN(C(=O)c4cc(Cl)ccc4F)C3)n2)n[nH]1,mmp0069_RCl_to_ROPeqOOO,bioisostere,obvious,0.776,1 2 3 4 5,591.51,3.09,0.27,41,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(=O)O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O,CS(=O)(=O)O.O.O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,mmp0018_RO_to_ROCCeqO,bioisostere,moderate,0.419,3,223.27,0.74,0.615,16,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](OP(=O)(O)O)[C@@H](C(=O)O)C[C@H]1NC(=N)N,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.586,2 3 4 5,408.39,-0.02,0.156,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCN(CC)CCN(C)CCOC(C)(c1ccccc1)c1ccccn1,CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O,mmp0074_RC_to_RCCNCCCC,bioisostere,obvious,0.586,2 3 4 5 6 7,355.53,3.64,0.615,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=CCC(CO)Nc1nc(-c2ccc(F)cc2C)c2ccc(=O)n(-c3c(F)cccc3F)c2n1,Cc1cc(F)ccc1-c1nc(NC(CO)CO)nc2c1ccc(=O)n2-c1c(F)cccc1F,mmp0019_RC_to_RCCeqC,bioisostere,moderate,0.839,2 3,466.46,4.52,0.392,34,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1noc(C)c1-c1cc(C(O)(c2ccccn2)c2ccccn2)c2nc(C(C)CCO)[nH]c2c1,Cc1noc(C)c1-c1cc(C(O)(c2ccccn2)c2ccccn2)c2nc(C3CC3)[nH]c2c1,mmp0015_RC_to_RCCO,bioisostere,moderate,0.617,0 1 2 3 5,469.55,4.39,0.323,35,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(=O)OC[C@H]1[C@H]([C@@H]2CC[C@H]([C@H](C)CCC(=O)O)[C@@]2(C)[CH]O)[C@H](O)C[C@@H]2C[C@H](O)CC[C@@]21C,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,mmp0102_RC_to_RCOCCeqO,bioisostere,obvious,0.442,2 3 4 5 11 16 17 20 21 22 23 25 26 27 28 29 30 31 32,467.62,3.78,0.4,33,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1cc2c(-c3ccccc3F)nc(NCCO)nc2s1,Cc1cc2c(-c3ccccc3F)nc(N3CCNCC3)nc2s1.Cl.O,mmp0067_RNCCCC_to_RNCCO,bioisostere,subtle,0.453,1 2 3 4,303.36,3.21,0.777,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCN(CCO)c1nc(-c2ccccc2F)c2cc(C)sc2n1,Cc1cc2c(-c3ccccc3F)nc(N3CCNCC3)nc2s1.Cl.O,mmp0020_RNCCCC_to_RNCCCCO,bioisostere,subtle,0.438,1 2 3 4 5 6,331.42,3.62,0.776,23,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=C(CN(C)O)[C@](Cc1ccccc1)(OC(=O)CC)c1ccccc1,C=C(CN(C)C)[C@](Cc1ccccc1)(OC(=O)CC)c1ccccc1,mmp0097_RC_to_RO,bioisostere,subtle,0.81,1,339.44,3.96,0.449,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=P(O)(O)Oc1ccc(-c2ccc(-c3cn[nH]c3)cc2O)nn1,CC1(C)CC(Oc2ccc(-c3ccc(-c4cn[nH]c4)cc3O)nn2)CC(C)(C)N1.Cl,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.538,2 3 4 5,334.23,1.71,0.528,23,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)(CO)NC(C)(C)CCOc1ccc(-c2ccc(-c3cn[nH]c3)cc2O)nn1,CC1(C)CC(Oc2ccc(-c3ccc(-c4cn[nH]c4)cc3O)nn2)CC(C)(C)N1.Cl,mmp0058_RC_to_RCO,bioisostere,subtle,0.462,0 1 2 3 4 5 6 7 8 9 10,411.51,3.15,0.427,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)(C)NC(=O)CN1CCC(CNC(=O)c2cc(F)cc(OP(=O)(O)O)c2)CC1,CC(C)(C)NC(=O)CN1CCC(CNC(=O)c2cc(F)cc(Cl)c2)CC1,mmp0069_RCl_to_ROPeqOOO,bioisostere,obvious,0.667,1 2 3 4 5,445.43,1.65,0.47,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCSc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)NC(Cc1ccccc1)N2,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,mmp0088_RCFFF_to_RSCC,bioisostere,subtle,0.608,1 2 3,413.55,1.72,0.642,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@H](Nc1c(-c2c(F)cc(OP(=O)(O)O)cc2F)c(Cl)nc2ncnn12)C(F)(F)F,CNCCCOc1cc(F)c(-c2c(Cl)nc3ncnn3c2N[C@@H](C)C(F)(F)F)c(F)c1,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.651,2 3 4 5,473.68,3.56,0.292,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCN(CC)CCc1c(C)cccc1Nc1cc(Cl)nc(SCC(=O)NCCO)n1,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)NCCO)n2)c1C,mmp0074_RC_to_RCCNCCCC,bioisostere,obvious,0.652,2 3 4 5 6 7,452.02,3.27,0.259,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1cc(Nc2cccc(C)c2C)nc(SCC(=O)NCCO)n1,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)NCCO)n2)c1C,mmp0046_RCl_to_ROC,bioisostere,subtle,0.704,1 2,362.46,2.05,0.488,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(=O)OCCNC(=O)CSc1nc(Cl)cc(Nc2cccc(C)c2C)n1,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)NCCO)n2)c1C,mmp0018_RO_to_ROCCeqO,bioisostere,moderate,0.765,2 3 4,408.91,3.26,0.227,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(=O)Oc1cc(C(=O)Nc2nnn[nH]2)c(=O)n2ccccc12,O=C(Nc1nnn[nH]1)c1cc(Oc2ccccc2)c2ccccn2c1=O,mmp0018_RO_to_ROCCeqO,bioisostere,moderate,0.679,2 3 4,314.26,-0.01,0.65,23,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(=O)OCN1Cc2cc(-c3ccc(N)nn3)ccc2[C@H](c2ccc3ccccc3c2)C1,CN1Cc2cc(-c3ccc(N)nn3)ccc2[C@H](c2ccc3ccccc3c2)C1,mmp0102_RC_to_RCOCCeqO,bioisostere,obvious,0.652,2 3 4 5,424.5,4.35,0.491,32,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COC[C@@H](NC(=O)N1CC(=O)Nc2cc(OC)cnc21)c1ccccc1,COC[C@@H](NC(=O)N1CC(=O)Nc2cc(OC)cnc21)c1ccc(OC(F)(F)F)c(F)c1,mmp0023_Rc1cccOcc1_to_Rc1ccccc1,bioisostere,subtle,0.667,,356.38,1.95,0.854,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCSOc1ccc([C@@H](COC)NC(=O)N2CC(=O)Nc3cc(OC)cnc32)cc1F,COC[C@@H](NC(=O)N1CC(=O)Nc2cc(OC)cnc21)c1ccc(OC(F)(F)F)c(F)c1,mmp0088_RCFFF_to_RSCC,bioisostere,subtle,0.792,1 2 3,450.49,3.13,0.596,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1cnc2c(c1)NC(=O)CN2C(=O)N[C@H](COC(C)=O)c1ccc(OC(F)(F)F)c(F)c1,COC[C@@H](NC(=O)N1CC(=O)Nc2cc(OC)cnc21)c1ccc(OC(F)(F)F)c(F)c1,mmp0018_RO_to_ROCCeqO,bioisostere,moderate,0.849,3 4,486.38,2.9,0.476,34,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COC[C@@H](NC(=O)N1CC(=O)Nc2cc(OC)cnc21)c1ccc(OCCOCCO)c(F)c1,COC[C@@H](NC(=O)N1CC(=O)Nc2cc(OC)cnc21)c1ccc(OC(F)(F)F)c(F)c1,mmp0026_RC_to_RCCOCCO,bioisostere,obvious,0.743,2 3 4 5 6,478.48,1.47,0.414,34,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=P(O)(O)OCCOCCNCC1COc2ccccc2O1,COCCOCCNCC1COc2ccccc2O1,mmp0039_RCCO_to_RCCOPeqOOO,bioisostere,obvious,0.731,4 5 6 7,333.28,0.54,0.444,22,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(OCCN(C)C)S(=O)(=O)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,CCN1CCC(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)CC1,mmp0033_RCCNCC_to_ROCCNCC,bioisostere,subtle,0.429,0 1 2 3 4 5 6 8,395.53,2.04,0.738,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=CCC(CCNCC)S(=O)(=O)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,CCN1CCC(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)CC1,mmp0099_RCC_to_RCCeqC,bioisostere,subtle,0.42,0 1 2 3 4 6 10 12 15,405.56,3.06,0.435,28,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCN(CO)CCC(C)S(=O)(=O)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,CCN1CCC(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)CC1,mmp0058_RC_to_RCO,bioisostere,subtle,0.435,0 1 2 3 4 5 6 7 9,409.55,2.17,0.572,28,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(=O)OCNC(=O)c1c(O)c(-c2ccccc2)nc2ccccc12,CC[C@H](NC(=O)c1c(O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,mmp0102_RC_to_RCOCCeqO,bioisostere,obvious,0.557,2 3 4 5,336.35,2.86,0.565,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
